id,arrival,output,prompt,session,cluster,switched,old_cluster,p_start,hit_tokens,p_service,p_end,kv_start,kv_end,d_start,first,end,ttft,e2e,p_wait,kv_wait,d_wait,decode_first
0,0.0008824462728289674,64,640,0,3,0,,0.0008824462728289674,0,0.1876977777777778,0.18858022405060676,0.18858022405060676,0.19513577960616232,0.19513577960616232,0.2204482796061623,1.815607622054079,0.21956583333333335,1.8147251757812501,0.0,0.0,0.0,0.025312499999999988
1,0.011546866014359525,96,704,0,3,0,3,0.18858022405060676,512,0.06344533333333334,0.2520255573839401,0.2520255573839401,0.2589366684950512,0.2710747444499123,0.2964036018717873,2.699784868147829,0.2848567358574278,2.6882380021334695,0.17703335803624723,0.0,0.012138075954861105,0.025328857421875017
2,0.022937309349755318,96,640,48,4,0,,0.022937309349755318,0,0.1876977777777778,0.21063508712753312,0.21063508712753312,0.21719064268308869,0.21719064268308869,0.2425031426830887,2.648942839948714,0.21956583333333338,2.6260055305989587,0.0,0.0,0.0,0.025312500000000016
3,0.04171476480976072,96,2176,46,2,0,,0.04171476480976072,0,0.6189724444444444,0.6606872092542051,0.6606872092542051,0.675776098143094,0.675776098143094,0.701838598143094,3.168333959471219,0.6601238333333332,3.1266191946614583,0.0,0.0,0.0,0.02606249999999999
4,0.44252199861210956,160,768,0,7,1,3,0.44252199861210956,0,0.22363733333333335,0.6661593319454429,0.6661593319454429,0.6734259986121095,0.6734259986121095,0.6988009986121095,4.806288547440234,0.256279,4.363766548828124,0.0,0.0,0.0,0.025375000000000036
5,0.4723678010347012,96,1152,1,5,0,,0.4723678010347012,0,0.33145600000000003,0.8038238010347012,0.8038238010347012,0.8132238010347012,0.8132238010347012,0.8387863010347012,3.255514816659701,0.3664185,2.7831470156249996,0.0,0.0,0.0,0.025562500000000044
6,0.48923516027628355,64,2176,2,1,0,,0.48923516027628355,0,0.6189724444444444,1.1082076047207279,1.1082076047207279,1.1232964936096168,1.1232964936096168,1.149358993609617,2.7861146088439925,0.6601238333333334,2.296879448567709,0.0,0.0,0.0,0.0260625000000001
7,0.7087740062416623,96,1152,77,0,0,,0.7087740062416623,0,0.33145600000000003,1.0402300062416623,1.0402300062416623,1.0496300062416624,1.0496300062416624,1.0751925062416623,3.4916019300697876,0.3664185,2.7828279238281253,0.0,0.0,0.0,0.025562499999999932
8,0.7201832032643822,64,4224,63,6,0,,0.7201832032643822,0,1.1940053333333334,1.9141885365977156,1.9141885365977156,1.9406552032643822,1.9406552032643822,1.9677177032643822,3.623316987118549,1.2475345,2.903133783854167,0.0,0.0,0.0,0.02706249999999999
9,0.8150545108340383,96,640,88,4,0,,0.8150545108340383,256,0.11658666666666667,0.931641177500705,0.931641177500705,0.9381967330562605,0.9514513848705888,0.9767709649487137,3.384152312604964,0.1617164541146754,2.5690978017709254,0.0,0.0,0.013254651814328278,0.02531958007812496
10,0.831687827876313,128,1152,9,2,0,,0.831687827876313,256,0.2603448888888889,1.092032716765202,1.092032716765202,1.101432716765202,1.118905004393094,1.144721654783719,4.444302709471219,0.3130338269074059,3.612614881594906,0.0,0.0,0.01747228762789188,0.025816650390624973
11,0.9048388057851131,128,2240,2,1,0,1,1.1082076047207279,2048,0.06805333333333334,1.1762609380540612,1.1762609380540612,1.1917053824985055,1.201485458453367,1.227564315875242,4.517381397580972,0.32272551009012895,3.612542591795859,0.20336879893561477,0.0,0.009780075954861411,0.0260788574218751
12,0.9296425723837571,128,640,20,0,0,,1.0402300062416623,256,0.11658666666666667,1.156816672908329,1.156816672908329,1.1633722284638846,1.1774473890541624,1.2028861097572874,4.431743979223434,0.27324353737353024,3.5021014068396767,0.11058743385790515,0.0,0.014075160590277802,0.02543872070312503
13,1.1619656394315547,128,512,144,5,0,,1.1619656394315547,0,0.15175822222222224,1.313723861653777,1.313723861653777,1.3195683060982215,1.3245665744722013,1.3499777072847012,4.576881027597202,0.1880120678531465,3.4149153881656473,0.0,0.0,0.004998268373979764,0.02541113281249996
14,1.2205886211935337,128,640,120,6,0,,1.9141885365977156,256,0.11658666666666667,2.0307752032643824,2.0307752032643824,2.037330758819938,2.0489081329518823,2.0750966095143824,5.407504527808656,0.8545079883208486,4.186915906615122,0.6935999154041819,0.0,0.011577374131944485,0.026188476562500007
15,1.2276022287504205,128,256,1,3,0,5,1.2276022287504205,0,0.07987911111111111,1.3074813398615315,1.3074813398615315,1.3119035620837538,1.3353071663249125,1.360581743147829,4.608143999007202,0.13297951439740863,3.380541770256782,0.0,0.0,0.023403604241158726,0.02527457682291656
16,1.3067001477240916,96,4224,3,7,0,,1.3067001477240916,256,1.1228942222222222,2.429594369946314,2.429594369946314,2.4560610366129807,2.4762643775183597,2.5025004615027346,4.990895481033983,1.195800313778643,3.6841953333098916,0.0,0.0,0.020203340905379008,0.026236083984374936
17,1.3153453368414743,160,1280,1,1,1,5,1.3153453368414743,256,0.29628444444444446,1.6116297812859188,1.6116297812859188,1.62174089239703,1.6448924408752421,1.670825546343992,5.785901462452622,0.3554802095025178,4.4705561256111475,0.0,0.0,0.023151548478212103,0.02593310546874994
18,1.4264518797246857,64,4224,19,2,0,,1.4264518797246857,256,1.1228942222222222,2.5493461019469077,2.5493461019469077,2.5758127686135746,2.5912333735337185,2.6174838618149687,4.2639832107733024,1.191031982090283,2.8375313310486168,0.0,0.0,0.015420604920143965,0.026250488281250206
19,1.573911092870856,96,2048,28,7,0,,2.429594369946314,0,0.5830328888888889,3.0126272588352028,3.0126272588352028,3.0270050366129806,3.0273246802527347,3.0534889055131513,5.5352209204871095,1.4795778126422954,3.9613098276162537,0.8556832770754579,0.0,0.00031964363975411914,0.026164225260416618
20,1.5865649651188571,64,1152,153,6,0,,2.0307752032643824,256,0.2603448888888889,2.2911200921532715,2.2911200921532715,2.3005200921532714,2.3108148712331325,2.336797944149799,3.987571056128966,0.7502329790309419,2.4010060910101085,0.4442102381455253,0.0,0.010294779079861094,0.025983072916666572
21,1.6358113421795548,128,640,60,5,0,,1.6358113421795548,256,0.11658666666666667,1.7523980088462214,1.7523980088462214,1.758953564401777,1.782041672128451,1.8074257867117844,5.039794927336786,0.17161444453222963,3.403983585157231,0.0,0.0,0.023088107726674023,0.02538411458333334
22,1.9206574372265983,64,640,12,0,0,,1.9206574372265983,256,0.11658666666666667,2.037244103893265,2.037244103893265,2.0437996594488204,2.0680931410072874,2.0935011813718707,3.6946559258380165,0.17284374414527237,1.7739984886114182,0.0,0.0,0.024293481558467,0.02540804036458333
23,1.9681152417710488,160,4288,63,6,0,6,2.2911200921532715,4096,0.07419733333333334,2.3653174254866047,2.3653174254866047,2.392139647708827,2.4147500925872993,2.4410122996185493,6.610540110335939,0.47289705784750047,4.64242486856489,0.3230048503822227,0.0,0.022610444878472524,0.02626220703124993
24,2.226519176371767,160,4224,55,3,0,,2.226519176371767,256,1.1228942222222222,3.349413398593989,3.349413398593989,3.375880065260656,3.3790431689290794,3.4051566943197042,7.6235851611165755,1.1786375179479371,5.397065984744808,0.0,0.0,0.003163103668423428,0.026113525390624837
25,2.2571460732779576,128,832,0,0,1,7,2.2571460732779576,256,0.170496,2.4276420732779576,2.4276420732779576,2.43526429550018,2.4492650160072875,2.4746781019447877,5.7196751315671825,0.21753202866683008,3.462529058289225,0.0,0.0,0.014000720507107545,0.025413085937500135
26,2.2993107989117303,64,4224,155,4,0,,2.2993107989117303,256,1.1228942222222222,3.4222050211339523,3.4222050211339523,3.448671687800619,3.448671687800619,3.475734187800619,5.11221641436312,1.1764233888888889,2.8129056154513896,0.0,0.0,0.0,0.02706249999999999
27,2.4827908805609766,128,640,96,4,0,,3.4222050211339523,256,0.11658666666666667,3.538791687800619,3.538791687800619,3.5453472433561743,3.5569246174881193,3.5831130940506193,6.849865568008954,1.1003222134896427,4.367074687447977,0.9394141405729757,0.0,0.011577374131944929,0.026188476562500007
